ID,Game,Total Runs
392199,RCB vs KKR [2009],264
1082638,SRH vs MI [2017],264
598040,KKR vs DC [2013],264
1082602,RCB vs MI [2017],263
392225,RR vs MI [2009],263
392232,RCB vs DC [2009],263
392204,RCB vs PK [2009],263
336016,RCB vs PK [2008],263
980979,SRH vs RSP [2016],262
336036,RR vs MI [2008],262
419113,KKR vs CSK [2010],262
392239,RCB vs DeC [2009],262
501259,PW vs DeC [2011],262
1304094,PK vs GT [2022],262
734013,RCB vs CSK [2014],261
392209,DeC vs CSK [2009],261
1304054,PK vs KKR [2022],261
981011,RCB vs DC [2016],261
419147,DeC vs CSK [2010],261
1359504,LSG vs GT [2023],260
419109,RCB vs KKR [2010],260
501215,KTK vs CSK [2011],260
548347,KKR vs CSK [2012],260
1254097,RR vs DC [2021],260
501263,RR vs MI [2011],260
1254091,SRH vs CSK [2021],260
1254070,MI vs DC [2021],260
1426260,KKR vs CSK [2024],260
1254094,PK vs CSK [2021],259
1254115,RCB vs KKR [2021],259
1304088,PK vs LSG [2022],259
392212,MI vs DeC [2009],259
1136582,PK vs DC [2018],259
1178408,SRH vs CSK [2019],259
598073,MI vs CSK [2013],259
980973,SRH vs MI [2016],258
598056,SRH vs PK [2013],258
729297,RR vs CSK [2014],258
1254108,RCB vs MI [2021],258
1178405,SRH vs DC [2019],257
980929,SRH vs GL [2016],257
1178396,RR vs KKR [2019],257
1304102,MI vs KKR [2022],257
598071,SRH vs RR [2013],257
1370351,MI vs LSG [2023],257
1082635,MI vs DC [2017],256
1254105,SRH vs DC [2021],256
501238,KTK vs DC [2011],256
392229,PK vs DeC [2009],255
598050,MI vs KKR [2013],255
1254116,KKR vs DC [2021],255
419158,RR vs KKR [2010],255
829749,RR vs RCB [2015],255
1178431,MI vs KKR [2019],254
1304047,KKR vs CSK [2022],254
419154,RR vs RCB [2010],253
1254074,PK vs MI [2021],253
1304108,GT vs CSK [2022],253
729293,DC vs CSK [2014],253
1178419,MI vs CSK [2019],253
1254110,DC vs CSK [2021],252
733971,KKR vs CSK [2014],252
1312200,RR vs GT [2022],252
501233,KTK vs DC [2011],252
1181764,MI vs CSK [2019],250
548323,PK vs KKR [2012],250
598039,SRH vs MI [2013],249
598005,RR vs KKR [2013],249
1254112,MI vs DC [2021],249
1237178,SRH vs RCB [2020],249
829765,KKR vs CSK [2015],249
598019,RR vs MI [2013],249
829809,PK vs CSK [2015],249
392224,RCB vs CSK [2009],249
1082621,RCB vs GL [2017],249
729285,SRH vs RR [2014],248
501226,PW vs CSK [2011],248
598043,RR vs KKR [2013],248
392185,RCB vs CSK [2009],248
335997,MI vs KKR [2008],247
419153,KKR vs CSK [2010],247
597998,KKR vs DC [2013],246
1254092,KKR vs DC [2021],246
419161,MI vs KKR [2010],246
548320,RR vs KKR [2012],246
1082614,MI vs DC [2017],246
1359518,GT vs DC [2023],245
829727,SRH vs RR [2015],245
1304085,RR vs RCB [2022],245
1082624,RSP vs RCB [2017],245
335984,RR vs DC [2008],244
1254075,RR vs KKR [2021],244
980967,SRH vs GL [2016],244
1136595,RCB vs CSK [2018],244
1175371,SRH vs DC [2019],244
598053,PW vs KKR [2013],243
548328,PK vs KKR [2012],243
336010,RCB vs KKR [2008],242
548376,RCB vs DeC [2012],242
1136585,SRH vs PK [2018],241
548358,RR vs PW [2012],241
548335,KKR vs DeC [2012],241
1082650,RSP vs MI [2017],240
1304052,RCB vs KKR [2022],240
501219,KTK vs KKR [2011],239
1216533,RR vs CSK [2020],239
598069,SRH vs KKR [2013],239
598020,DC vs CSK [2013],239
501247,RCB vs KTK [2011],238
1254106,RR vs KKR [2021],238
548373,RR vs DeC [2012],238
1082633,RCB vs PK [2017],238
501266,RCB vs CSK [2011],237
598021,SRH vs PK [2013],237
1254078,PK vs KKR [2021],237
1136564,SRH vs RR [2018],236
1359502,KKR vs DC [2023],236
501256,MI vs DeC [2011],235
548371,PK vs CSK [2012],234
598022,KKR vs CSK [2013],233
980985,PK vs MI [2016],232
829801,DC vs CSK [2015],232
1422132,RR vs MI [2024],231
1254107,SRH vs PK [2021],231
598014,RR vs PK [2013],231
729309,MI vs DC [2014],231
548370,MI vs KKR [2012],230
1254109,SRH vs KKR [2021],229
980901,RSP vs MI [2016],229
729313,RCB vs PK [2014],229
1216498,SRH vs PK [2020],229
598059,PK vs DC [2013],228
392195,RR vs PK [2009],228
598065,SRH vs RR [2013],228
548361,RR vs CSK [2012],228
1359484,SRH vs LSG [2023],227
392219,KKR vs DC [2009],227
1304078,PK vs DC [2022],226
729307,PK vs KKR [2014],226
336006,RCB vs PK [2008],226
1359522,RR vs GT [2023],226
981001,KKR vs GL [2016],225
1359517,RCB vs LSG [2023],225
1254071,SRH vs PK [2021],225
598000,SRH vs PW [2013],225
598023,RR vs RCB [2013],224
336017,KKR vs DC [2008],224
1216502,SRH vs RCB [2020],224
336012,RCB vs MI [2008],224
501248,PW vs PK [2011],223
501251,PK vs MI [2011],223
598057,RCB vs KKR [2013],223
1178428,RR vs DC [2019],222
548351,PW vs MI [2012],222
419163,DeC vs CSK [2010],222
336029,RCB vs CSK [2008],222
598018,SRH vs PW [2013],222
1359534,RR vs RCB [2023],222
829767,PK vs DC [2015],221
392186,PK vs KKR [2009],221
501234,PK vs KKR [2011],221
548364,DC vs CSK [2012],221
548375,PW vs KKR [2012],221
392226,PK vs DC [2009],220
501262,PW vs KKR [2011],220
501218,PW vs MI [2011],220
1178394,SRH vs MI [2019],220
336039,PK vs CSK [2008],220
598055,PW vs MI [2013],220
548319,PW vs PK [2012],219
598010,SRH vs DC [2013],219
548308,PW vs MI [2012],217
392222,PK vs MI [2009],217
729287,RCB vs MI [2014],217
1304103,LSG vs GT [2022],216
1216521,MI vs CSK [2020],216
1216535,MI vs DC [2020],215
392215,MI vs DC [2009],215
548316,DC vs CSK [2012],214
829771,RCB vs KKR [2015],214
733989,SRH vs RR [2014],214
829815,SRH vs MI [2015],213
734039,PK vs DC [2014],212
501202,PW vs PK [2011],211
980913,PK vs DC [2016],210
829807,SRH vs RCB [2015],210
501225,RR vs KTK [2011],209
548306,MI vs CSK [2012],209
1178398,KKR vs CSK [2019],207
392200,PK vs MI [2009],207
1136566,RR vs DC [2018],207
598046,MI vs CSK [2013],205
392213,RR vs RCB [2009],204
419155,DC vs CSK [2010],204
1426312,SRH vs KKR [2024],203
1082649,MI vs KKR [2017],203
1254065,PK vs CSK [2021],202
419149,PK vs DC [2010],199
392184,KKR vs DeC [2009],198
336022,PK vs DC [2008],198
392234,PK vs CSK [2009],195
392233,RR vs KKR [2009],193
598003,PW vs PK [2013],193
336005,RR vs CSK [2008],191
1136583,SRH vs MI [2018],191
980943,SRH vs RSP [2016],191
501229,KTK vs DeC [2011],189
336008,RR vs MI [2008],188
980997,RSP vs DC [2016],188
336025,KKR vs CSK [2008],187
548346,MI vs DeC [2012],186
548307,KKR vs DC [2012],185
829757,RCB vs DC [2015],184
335986,KKR vs DeC [2008],184
829763,RR vs RCB [2015],184
501258,RR vs KTK [2011],183
829813,RCB vs DC [2015],183
501255,RCB vs KKR [2011],181
598068,RCB vs CSK [2013],181
501231,RR vs MI [2011],180
501201,MI vs DC [2011],179
829803,RCB vs PK [2015],178
392182,RR vs RCB [2009],178
1254093,RR vs MI [2021],177
1304105,MI vs CSK [2022],175
1254087,RCB vs KKR [2021],175
980903,KKR vs DC [2016],174
1136608,RCB vs PK [2018],171
419115,RR vs RCB [2010],171
733993,SRH vs DC [2014],171
548325,MI vs DC [2012],165
1082648,SRH vs KKR [2017],165
501245,KKR vs CSK [2011],165
1082617,RCB vs KKR [2017],165
1426270,GT vs DC [2024],163
419164,RCB vs DeC [2010],161
1216494,RCB vs KKR [2020],161
980989,RSP vs KKR [2016],153
598044,SRH vs DC [2013],152
501214,RR vs KKR [2011],150
392183,PK vs DC [2009],149
1082645,RSP vs PK [2017],147
729305,RR vs RCB [2014],134
1175356,RCB vs CSK [2019],132
1082626,PK vs DC [2017],128
1304082,SRH vs RCB [2022],126
1359519,LSG vs CSK [2023],119
336021,MI vs KKR [2008],117
1178424,RR vs RCB [2019],98
501265,PW vs DC [2011],51
